Timestamp (ms),Humidity (%),Temperature (°C),Temperature (°F)
3548000,45.53,24.82,76.68
3550000,46.59,25.65,78.16
3552000,45.05,25.22,77.4
3554000,43.31,24.22,75.6
3556000,45.93,25.48,77.86
3558000,47.25,25.09,77.17
3560000,45.07,25.13,77.23
3562000,45.3,25.61,78.1
3564000,43.22,24.81,76.66
3566000,44.41,25.43,77.78
3568000,44.99,25.32,77.58
3570000,44.67,24.53,76.16
3572000,43.73,24.74,76.53
3574000,46.11,24.85,76.72
3576000,44.67,25.19,77.35
3578000,45.52,25.73,78.31
3580000,45.61,24.67,76.4
3582000,44.45,25.16,77.28
3584000,45.52,26.06,78.9
3586000,45.16,25.42,77.75
3588000,44.03,24.42,75.96
3590000,41.3,24.06,75.31
3592000,42.4,25.58,78.04
3594000,43.65,25.17,77.31
3596000,44.43,26.11,78.99
3598000,43.36,25.35,77.63
3600000,46.07,25.17,77.31
3602000,45.43,25.12,77.22
3604000,47.56,26.16,79.08
3606000,46.5,25.6,78.09
3608000,45.3,25.02,77.03
3610000,43.15,24.82,76.68
3612000,45.43,25.24,77.42
3614000,45.79,25.12,77.22
3616000,42.97,25.06,77.11
3618000,44.92,25.27,77.48
3620000,45.73,25.07,77.12
3622000,45.17,25.58,78.05
3624000,44.57,24.94,76.89
3626000,46.03,24.73,76.52
3628000,43.46,25.21,77.38
3630000,47.61,25.63,78.13
3632000,43.6,24.84,76.7
3634000,45.02,25.09,77.16
3636000,45.12,25.1,77.18
3638000,46.42,25.52,77.94
3640000,43.07,25.17,77.3
3642000,44.84,24.82,76.68
3644000,42.49,24.91,76.84
3646000,44.98,24.73,76.51
3648000,46.69,24.48,76.07
3650000,43.88,24.67,76.41
3652000,44.43,24.84,76.72
3654000,43.48,25.11,77.19
3656000,45.06,24.99,76.99
3658000,47.72,24.46,76.02
3660000,46.38,25.37,77.66
3662000,47.74,24.76,76.57
3664000,42.65,25.09,77.16
3666000,45.4,25.1,77.18
3668000,44.36,24.57,76.22
3670000,43.4,25.82,78.47
3672000,42.91,24.02,75.23
3674000,43.1,25.69,78.25
3676000,45.24,25.04,77.08
3678000,44.84,25.43,77.78
3680000,41.5,24.71,76.48
3682000,45.58,24.21,75.58
3684000,45.64,25.01,77.03
3686000,47.84,24.77,76.58
3688000,44.35,25.63,78.13
3690000,45.79,25.0,77.0
3692000,43.04,24.84,76.71
3694000,45.26,24.45,76.01
3696000,46.88,25.58,78.04
3698000,43.59,25.93,78.68
3700000,45.18,23.43,74.18
3702000,45.29,25.75,78.34
3704000,44.97,25.03,77.06
3706000,45.73,25.57,78.03
3708000,44.24,25.28,77.51
3710000,46.55,25.28,77.5
3712000,45.97,25.02,77.03
3714000,45.24,25.83,78.49
3716000,42.1,24.42,75.96
3718000,47.76,25.28,77.5
3720000,48.21,25.05,77.1
3722000,45.52,25.12,77.22
3724000,44.0,25.73,78.31
3726000,43.54,25.24,77.44
3728000,45.17,24.8,76.65
3730000,45.12,25.38,77.69
3732000,45.84,25.21,77.38
3734000,44.3,25.13,77.24
3736000,41.79,24.96,76.94
3738000,44.12,25.31,77.55
3740000,47.35,24.41,75.93
3742000,45.48,24.68,76.43
3744000,48.1,24.15,75.48
3746000,46.37,24.81,76.67
3748000,45.36,24.41,75.93
3750000,40.72,24.56,76.21
3752000,46.65,25.66,78.18
3754000,47.22,25.04,77.08
3756000,46.75,25.59,78.05
3758000,46.33,25.37,77.67
3760000,41.81,25.58,78.05
3762000,44.73,25.19,77.35
3764000,44.51,25.06,77.11
3766000,42.7,24.28,75.7
3768000,45.29,25.12,77.22
3770000,46.63,25.05,77.09
3772000,44.63,24.98,76.96
3774000,45.35,25.86,78.55
3776000,41.39,24.87,76.76
3778000,44.52,25.68,78.23
3780000,45.15,24.21,75.58
3782000,47.1,25.07,77.13
3784000,45.75,25.47,77.85
3786000,43.82,24.98,76.97
3788000,46.05,25.17,77.31
3790000,44.17,24.73,76.51
3792000,45.48,24.84,76.72
3794000,44.6,25.32,77.57
3796000,44.57,24.98,76.96
3798000,44.57,24.57,76.22
3800000,46.39,24.0,75.19
3802000,44.39,24.97,76.94
3804000,45.14,25.17,77.31
3806000,45.48,25.19,77.35
3808000,44.4,24.31,75.77
3810000,44.37,24.49,76.08
3812000,45.58,25.12,77.21
3814000,44.06,25.07,77.13
3816000,45.79,24.46,76.02
3818000,45.63,24.44,75.99
3820000,45.8,25.08,77.14
3822000,43.91,25.12,77.22
3824000,44.46,25.46,77.82
3826000,46.99,24.65,76.37
3828000,42.77,25.47,77.84
3830000,44.61,24.55,76.2
3832000,47.49,25.46,77.83
3834000,41.96,24.07,75.33
3836000,43.51,24.01,75.21
3838000,45.69,25.7,78.27
3840000,44.01,25.61,78.1
3842000,44.48,24.37,75.86
3844000,45.66,24.97,76.95
3846000,42.02,24.45,76.01
3848000,45.34,23.97,75.15
3850000,46.87,25.72,78.3
3852000,45.26,25.43,77.78
3854000,46.02,24.44,75.99
3856000,44.77,24.94,76.9
3858000,45.29,25.27,77.49
3860000,43.21,25.03,77.05
3862000,45.15,25.02,77.03
3864000,43.49,25.03,77.06
3866000,46.37,24.56,76.21
3868000,44.73,25.55,77.98
3870000,45.22,24.83,76.7
3872000,44.68,25.45,77.81
3874000,44.16,24.86,76.75
3876000,46.67,24.86,76.75
3878000,46.08,26.03,78.86
3880000,44.93,24.72,76.5
3882000,45.34,24.27,75.68
3884000,45.38,25.07,77.12
3886000,46.84,25.38,77.69
3888000,45.8,25.59,78.07
3890000,45.2,24.96,76.92
3892000,42.27,24.55,76.19
3894000,44.22,25.26,77.46
3896000,41.46,25.38,77.68
3898000,42.15,24.28,75.71
3900000,44.62,25.07,77.12
3902000,43.85,24.39,75.91
3904000,43.52,24.11,75.39
3906000,43.96,25.35,77.62
3908000,46.38,25.71,78.28
3910000,47.62,24.6,76.29
3912000,46.13,25.69,78.24
3914000,44.96,25.66,78.19
3916000,45.22,24.81,76.66
3918000,43.75,24.68,76.42
3920000,44.22,24.31,75.75
3922000,44.73,25.29,77.52
3924000,43.48,24.89,76.8
3926000,46.5,25.45,77.8
3928000,44.07,24.94,76.89
3930000,46.05,24.59,76.26
3932000,46.77,24.35,75.83
3934000,45.38,25.21,77.37
3936000,48.76,26.06,78.92
3938000,42.1,24.7,76.45
3940000,46.13,25.19,77.34
3942000,46.29,25.44,77.79
3944000,45.01,25.02,77.04
3946000,44.57,23.82,74.87
3948000,45.12,26.24,79.23
3950000,44.61,24.52,76.13
3952000,45.75,24.86,76.75
3954000,46.41,24.38,75.89
3956000,45.34,24.85,76.73
3958000,46.17,24.89,76.8
3960000,45.78,25.49,77.88
3962000,46.09,24.72,76.5
3964000,45.45,23.68,74.62
3966000,44.92,25.96,78.72
3968000,46.24,25.6,78.08
3970000,44.79,25.34,77.61
3972000,43.45,24.17,75.51
3974000,45.26,24.98,76.96
3976000,43.75,25.0,77.01
3978000,46.79,25.69,78.23
3980000,44.36,24.95,76.92
3982000,45.23,24.72,76.49
3984000,45.44,25.21,77.38
3986000,43.74,24.18,75.52
3988000,46.1,25.29,77.53
3990000,47.14,24.96,76.92
3992000,44.94,25.72,78.3
3994000,46.66,24.75,76.55
3996000,44.78,24.28,75.71
3998000,45.6,25.36,77.65
4000000,42.6,23.97,75.15
4002000,41.98,24.12,75.41
4004000,45.66,25.18,77.32
4006000,46.05,25.2,77.37
4008000,45.42,24.33,75.8
4010000,45.01,24.87,76.76
4012000,45.46,25.5,77.91
4014000,44.51,24.64,76.36
4016000,43.04,25.11,77.19
4018000,44.87,25.04,77.07
4020000,43.81,24.84,76.71
4022000,44.19,24.89,76.79
4024000,43.36,24.27,75.69
4026000,43.68,24.42,75.96
4028000,44.94,24.54,76.17
4030000,44.86,25.83,78.49
4032000,43.57,24.22,75.6
4034000,45.77,25.1,77.18
4036000,45.84,25.06,77.11
4038000,45.13,25.39,77.71
4040000,45.07,24.62,76.31
4042000,45.4,25.59,78.06
4044000,46.37,24.72,76.5
4046000,46.1,25.64,78.15
4048000,45.09,23.69,74.64
4050000,44.65,24.19,75.54
4052000,45.07,25.65,78.16
4054000,44.95,24.8,76.64
4056000,46.96,25.54,77.96
4058000,44.79,25.62,78.11
4060000,41.34,25.13,77.24
4062000,44.4,25.22,77.39
4064000,45.46,24.37,75.87
4066000,44.17,25.81,78.47
4068000,46.36,25.17,77.3
4070000,45.96,25.16,77.29
4072000,46.02,25.51,77.92
4074000,45.7,25.74,78.33
4076000,45.17,25.65,78.16
4078000,44.99,25.07,77.12
4080000,46.04,24.07,75.32
4082000,43.75,25.56,78.0
4084000,45.06,25.33,77.59
4086000,46.35,25.26,77.46
4088000,46.85,25.74,78.33
4090000,43.89,24.8,76.64
4092000,43.09,25.13,77.24
4094000,41.85,23.86,74.96
4096000,44.22,24.84,76.71
4098000,42.25,25.23,77.41
4100000,47.97,24.59,76.26
4102000,48.45,24.67,76.4
4104000,44.17,25.7,78.26
4106000,46.87,25.2,77.35
4108000,43.95,24.76,76.58
4110000,44.84,25.64,78.15
4112000,45.31,24.53,76.16
4114000,46.07,24.63,76.33
4116000,44.31,25.16,77.29
4118000,46.6,25.47,77.85
4120000,47.96,25.33,77.6
4122000,45.74,24.28,75.7
4124000,45.18,26.12,79.02
4126000,44.59,24.71,76.48
4128000,47.74,25.31,77.57
4130000,44.83,24.95,76.92
4132000,44.53,24.94,76.89
4134000,44.13,25.03,77.06
4136000,46.34,24.8,76.64
4138000,45.0,26.42,79.56
4140000,45.46,24.4,75.92
4142000,43.78,24.44,76.0
4144000,41.78,25.44,77.79
4146000,46.51,24.24,75.63
4148000,43.96,24.92,76.86
4150000,41.0,24.54,76.18
4152000,44.7,25.23,77.42
4154000,43.14,25.12,77.22
4156000,46.13,25.62,78.11
4158000,43.97,25.76,78.37
4160000,44.64,25.16,77.3
4162000,45.91,25.66,78.19
4164000,48.29,24.19,75.55
4166000,45.68,24.45,76.01
4168000,43.87,25.4,77.72
4170000,43.11,25.71,78.29
4172000,47.36,25.49,77.88
4174000,43.14,24.46,76.03
4176000,44.71,24.83,76.69
4178000,43.8,24.94,76.9
4180000,45.74,24.46,76.03
4182000,45.22,25.24,77.43
4184000,45.65,25.12,77.22
4186000,44.15,25.2,77.36
4188000,45.17,25.26,77.46
4190000,43.32,24.9,76.81
4192000,46.05,25.3,77.54
4194000,45.63,25.66,78.19
4196000,45.24,25.91,78.64
4198000,44.54,25.2,77.36
4200000,45.15,24.39,75.91
4202000,44.73,26.19,79.14
4204000,45.34,24.25,75.64
4206000,43.51,24.81,76.66
4208000,46.74,24.69,76.44
4210000,43.76,24.92,76.86
4212000,44.28,23.86,74.96
4214000,45.13,24.79,76.62
4216000,43.85,25.07,77.13
4218000,43.75,24.24,75.64
4220000,43.35,24.65,76.36
4222000,43.13,24.91,76.84
4224000,44.11,25.07,77.13
4226000,42.41,24.48,76.07
4228000,46.19,25.53,77.95
4230000,45.7,25.13,77.24
4232000,44.51,24.92,76.85
4234000,46.04,25.04,77.07
4236000,45.42,25.21,77.38
4238000,46.89,25.36,77.65
4240000,48.83,24.46,76.02
4242000,44.87,25.26,77.46
4244000,44.38,24.78,76.6
4246000,44.63,25.32,77.58
4248000,42.48,24.82,76.67
4250000,44.67,24.34,75.82
4252000,46.59,24.54,76.17
4254000,45.02,25.75,78.34
4256000,44.09,25.27,77.49
4258000,47.33,25.51,77.92
4260000,45.88,25.82,78.48
4262000,45.93,24.82,76.68
4264000,42.77,25.11,77.2
4266000,46.58,25.66,78.18
4268000,45.67,24.38,75.88
4270000,49.05,25.57,78.02
4272000,41.9,24.71,76.47
4274000,43.84,25.44,77.79
4276000,45.67,24.75,76.54
4278000,46.26,25.1,77.19
4280000,44.92,25.5,77.91
4282000,48.09,25.35,77.64
4284000,43.28,24.81,76.65
4286000,45.84,24.38,75.89
4288000,42.6,24.6,76.28
4290000,46.39,25.14,77.26
4292000,46.34,24.66,76.38
4294000,42.55,24.25,75.65
4296000,43.48,24.41,75.94
4298000,43.93,24.41,75.94
4300000,45.6,24.8,76.64
4302000,44.84,24.88,76.78
4304000,44.82,24.47,76.05
4306000,47.16,25.68,78.22
4308000,45.25,25.09,77.17
4310000,45.81,24.84,76.7
4312000,45.84,25.89,78.6
4314000,46.69,25.4,77.73
4316000,45.29,25.28,77.51
4318000,43.27,25.37,77.66
4320000,45.32,24.88,76.79
4322000,47.61,25.16,77.29
4324000,46.9,24.71,76.47
4326000,46.19,25.77,78.38
4328000,44.48,25.65,78.18
4330000,44.52,24.99,76.98
4332000,45.59,24.93,76.87
4334000,45.13,24.66,76.39
4336000,45.62,25.47,77.84
4338000,45.88,25.77,78.38
4340000,43.75,24.89,76.79
4342000,42.24,25.06,77.11
4344000,43.51,24.65,76.38
4346000,47.19,25.41,77.73
4348000,42.27,25.4,77.71
4350000,45.87,25.27,77.49
4352000,43.52,25.29,77.52
4354000,45.3,25.5,77.89
4356000,45.08,24.62,76.31
4358000,44.4,24.04,75.27
4360000,44.1,25.69,78.24
4362000,44.69,25.02,77.04
4364000,42.8,25.26,77.46
4366000,44.16,24.87,76.77
4368000,43.88,25.22,77.39
4370000,44.87,25.18,77.32
4372000,45.28,24.29,75.73
4374000,46.18,24.64,76.34
4376000,44.07,24.76,76.57
4378000,43.94,24.22,75.59
4380000,47.34,25.36,77.65
4382000,43.97,23.58,74.45
4384000,43.09,25.36,77.64
4386000,45.98,25.65,78.17
4388000,45.03,24.11,75.4
4390000,44.8,23.93,75.08
4392000,45.63,25.23,77.42
4394000,46.14,25.26,77.46
4396000,45.49,25.23,77.42
4398000,44.96,25.22,77.4
4400000,47.91,24.04,75.26
4402000,43.47,25.22,77.4
4404000,44.53,25.91,78.64
4406000,43.92,25.42,77.76
4408000,43.37,25.99,78.78
4410000,43.42,24.45,76.01
4412000,43.79,25.92,78.65
4414000,41.66,25.06,77.11
4416000,44.28,24.73,76.51
4418000,45.48,24.59,76.26
4420000,44.29,24.76,76.57
4422000,47.17,24.63,76.33
4424000,45.62,25.29,77.52
4426000,42.05,24.78,76.6
4428000,45.95,25.06,77.1
4430000,45.91,24.62,76.31
4432000,44.88,24.96,76.92
4434000,46.68,25.88,78.58
4436000,47.52,24.35,75.84
4438000,44.06,25.23,77.41
4440000,45.5,24.35,75.84
4442000,47.3,25.74,78.33
4444000,45.6,25.05,77.08
4446000,45.35,24.14,75.46
4448000,44.81,24.67,76.41
4450000,44.84,24.88,76.78
4452000,41.97,24.67,76.41
4454000,45.46,24.76,76.58
4456000,47.76,25.08,77.15
4458000,46.7,25.44,77.8
4460000,44.79,25.1,77.18
4462000,45.28,25.33,77.59
4464000,46.06,25.42,77.75
4466000,44.32,24.47,76.04
4468000,45.68,24.66,76.39
4470000,44.24,25.37,77.67
4472000,44.65,24.25,75.64
4474000,45.92,24.53,76.15
4476000,44.68,24.7,76.46
4478000,43.11,24.23,75.62
4480000,43.98,25.6,78.08
4482000,46.27,25.23,77.41
4484000,42.21,24.69,76.44
4486000,44.23,25.42,77.75
4488000,43.6,25.03,77.06
4490000,48.65,25.47,77.84
4492000,44.87,25.28,77.51
4494000,45.15,24.63,76.33
4496000,44.84,24.71,76.47
4498000,45.81,24.82,76.67
4500000,44.35,24.62,76.32
4502000,43.38,25.18,77.33
4504000,44.43,25.33,77.6
4506000,46.92,25.3,77.54
4508000,42.82,25.38,77.68
4510000,46.41,25.57,78.03
4512000,44.02,24.27,75.68
4514000,44.0,24.61,76.29
4516000,44.2,24.81,76.66
4518000,47.69,25.15,77.27
4520000,45.38,24.91,76.85
4522000,46.09,25.09,77.16
4524000,45.32,24.56,76.21
4526000,41.39,25.3,77.55
4528000,43.04,24.89,76.8
4530000,46.69,24.24,75.64
4532000,47.42,25.07,77.12
4534000,44.95,24.88,76.79
4536000,44.63,24.79,76.62
4538000,45.86,24.69,76.45
4540000,41.08,25.36,77.64
4542000,43.76,25.13,77.23
4544000,47.98,26.12,79.02
4546000,42.69,25.08,77.14
4548000,46.74,25.02,77.03
4550000,45.5,24.66,76.38
4552000,43.58,25.13,77.23
4554000,45.04,25.47,77.85
4556000,44.4,25.76,78.38
4558000,44.53,24.96,76.93
4560000,43.08,25.5,77.9
4562000,43.55,24.67,76.4
4564000,46.33,25.59,78.06
4566000,44.48,25.12,77.22
4568000,43.62,25.68,78.22
4570000,46.08,24.91,76.83
4572000,43.64,25.55,78.0
4574000,45.44,24.51,76.11
4576000,48.53,25.79,78.43
4578000,40.61,25.51,77.91
4580000,45.3,24.27,75.68
4582000,46.36,25.58,78.05
4584000,46.98,25.07,77.12
4586000,43.02,25.39,77.71
4588000,46.58,25.12,77.22
4590000,42.48,25.68,78.22
4592000,44.54,24.54,76.17
4594000,44.33,25.03,77.05
4596000,43.3,24.48,76.07
4598000,45.41,25.41,77.75
4600000,44.37,23.8,74.84
4602000,48.96,24.26,75.68
4604000,44.57,24.54,76.18
4606000,44.95,24.45,76.02
4608000,48.82,24.35,75.82
4610000,47.42,24.62,76.31
4612000,42.29,25.47,77.85
4614000,43.88,25.84,78.51
4616000,44.02,24.91,76.83
4618000,44.87,24.7,76.46
4620000,43.51,24.8,76.64
4622000,42.76,25.43,77.77
4624000,43.81,24.71,76.48
4626000,44.91,24.34,75.81
4628000,45.12,25.63,78.13
4630000,44.78,25.21,77.38
4632000,43.37,24.97,76.94
4634000,45.68,25.2,77.35
4636000,45.0,25.1,77.18
4638000,43.97,24.73,76.51
4640000,47.12,24.02,75.24
4642000,46.15,25.42,77.76
4644000,44.63,24.63,76.33
4646000,43.94,24.69,76.43
4648000,44.59,24.95,76.92
4650000,45.1,25.6,78.07
4652000,46.0,25.23,77.42
4654000,42.55,25.61,78.1
4656000,42.96,24.96,76.93
4658000,42.32,24.79,76.62
4660000,44.77,24.35,75.83
4662000,48.31,24.72,76.49
4664000,45.67,25.77,78.39
4666000,44.55,25.23,77.41
4668000,46.74,25.37,77.67
4670000,45.73,26.35,79.42
4672000,45.3,24.77,76.59
4674000,43.98,24.4,75.93
4676000,44.75,24.68,76.42
4678000,46.33,24.62,76.31
4680000,47.13,24.38,75.88
4682000,45.37,23.74,74.73
4684000,44.62,24.54,76.16
4686000,46.43,24.8,76.63
4688000,44.2,25.08,77.14
4690000,45.96,24.4,75.92
4692000,45.03,24.95,76.92
4694000,45.4,25.61,78.1
4696000,44.23,25.14,77.26
4698000,45.13,25.4,77.72
4700000,44.24,24.58,76.24
4702000,46.51,25.83,78.49
4704000,44.08,24.64,76.35
4706000,45.21,24.96,76.93
4708000,46.35,25.71,78.29
4710000,45.37,24.65,76.36
4712000,44.84,23.79,74.83
4714000,47.19,25.03,77.05
4716000,44.46,24.42,75.96
4718000,43.34,25.04,77.07
4720000,45.47,24.99,76.98
4722000,45.92,24.48,76.06
4724000,45.69,25.18,77.33
4726000,45.71,25.12,77.21
4728000,44.22,25.24,77.43
4730000,45.98,25.39,77.7
4732000,43.74,24.46,76.04
4734000,45.41,25.05,77.1
4736000,42.84,25.0,77.0
4738000,44.61,24.75,76.55
4740000,42.51,24.54,76.17
4742000,45.95,24.15,75.48
4744000,46.4,24.63,76.34
4746000,44.69,25.37,77.66
4748000,44.68,24.16,75.48
4750000,44.75,25.59,78.06
4752000,43.48,25.36,77.65
4754000,46.27,24.22,75.59
4756000,44.41,24.14,75.44
4758000,45.93,25.26,77.47
4760000,44.84,24.26,75.66
4762000,43.96,25.58,78.05
4764000,45.6,25.33,77.6
4766000,45.35,24.2,75.55
4768000,45.25,25.65,78.18
4770000,44.25,25.04,77.07
4772000,45.99,25.37,77.67
4774000,45.64,24.57,76.22
4776000,47.42,24.34,75.81
4778000,46.81,24.95,76.91
4780000,44.48,26.24,79.22
4782000,45.5,25.37,77.67
4784000,43.09,24.65,76.37
4786000,44.18,24.97,76.94
4788000,46.07,24.74,76.52
4790000,44.78,26.09,78.96
4792000,44.72,24.54,76.17
4794000,46.61,24.31,75.76
4796000,43.89,26.06,78.9
4798000,45.27,24.12,75.42
4800000,45.28,25.33,77.59
4802000,43.83,24.52,76.13
4804000,44.78,24.69,76.44
4806000,41.45,25.82,78.47
4808000,44.96,25.05,77.09
4810000,43.22,24.61,76.29
4812000,43.78,25.87,78.57
4814000,45.42,25.54,77.97
4816000,42.57,24.98,76.96
4818000,45.35,25.34,77.62
4820000,45.76,25.38,77.69
4822000,47.38,25.1,77.17
4824000,44.91,24.54,76.17
4826000,42.44,24.71,76.48
4828000,44.54,25.99,78.79
4830000,46.9,24.98,76.96
4832000,41.12,23.98,75.17
4834000,43.64,25.13,77.23
4836000,44.39,25.47,77.85
4838000,47.09,24.93,76.87
4840000,42.57,24.64,76.35
4842000,46.94,24.76,76.57
4844000,41.19,25.74,78.34
4846000,46.48,24.68,76.43
4848000,45.02,24.49,76.09
4850000,48.26,25.56,78.01
4852000,45.02,25.34,77.62
4854000,45.05,25.47,77.85
4856000,46.04,24.35,75.83
4858000,44.13,24.56,76.21
4860000,41.5,25.09,77.16
4862000,43.84,24.71,76.48
4864000,46.49,25.39,77.7
4866000,43.88,24.49,76.09
4868000,44.24,24.85,76.74
4870000,45.04,25.3,77.53
4872000,43.03,25.15,77.27
4874000,43.81,24.73,76.52
4876000,44.24,24.51,76.13
4878000,44.34,25.5,77.9
4880000,45.23,24.72,76.5
4882000,44.42,24.95,76.9
4884000,43.65,25.46,77.83
4886000,42.7,24.66,76.39
4888000,46.91,24.54,76.17
4890000,43.66,24.41,75.93
4892000,44.17,24.98,76.97
4894000,41.33,24.87,76.76
4896000,46.54,25.13,77.23
4898000,46.25,24.29,75.72
4900000,44.81,24.95,76.91
4902000,44.43,25.42,77.75
4904000,42.12,25.23,77.42
4906000,43.38,24.65,76.38
4908000,46.2,24.1,75.37
4910000,45.1,25.04,77.07
4912000,47.63,24.14,75.45
4914000,45.71,24.84,76.7
4916000,44.7,24.75,76.55
4918000,45.05,25.4,77.71
4920000,45.24,24.82,76.67
4922000,45.4,24.3,75.74
4924000,45.12,25.78,78.41
4926000,43.78,24.42,75.95
4928000,43.5,25.05,77.09
4930000,44.77,24.36,75.86
4932000,45.23,24.83,76.69
4934000,44.31,25.31,77.56
4936000,45.7,24.69,76.45
4938000,45.07,25.63,78.13
4940000,44.16,24.9,76.81
4942000,44.82,24.84,76.71
4944000,42.14,24.66,76.39
4946000,43.47,24.79,76.62
4948000,43.99,24.79,76.63
4950000,45.07,24.91,76.83
4952000,46.11,25.09,77.15
4954000,44.58,25.31,77.56
4956000,42.86,25.48,77.86
4958000,43.17,24.4,75.91
4960000,45.87,24.56,76.21
4962000,43.84,24.29,75.72
4964000,44.48,25.16,77.28
4966000,47.11,24.81,76.66
4968000,46.55,24.41,75.94
4970000,45.3,25.24,77.43
4972000,41.62,24.58,76.24
4974000,44.0,25.18,77.33
4976000,43.49,25.08,77.15
4978000,45.35,25.17,77.3
4980000,45.0,24.36,75.85
4982000,45.41,24.68,76.43
4984000,45.96,24.13,75.43
4986000,43.68,26.15,79.07
4988000,43.91,24.73,76.51
4990000,44.34,25.11,77.2
4992000,43.79,24.72,76.49
4994000,47.05,24.41,75.93
4996000,45.04,25.4,77.73
4998000,45.67,24.73,76.51
5000000,43.17,24.3,75.73
5002000,45.88,24.98,76.96
5004000,45.99,24.88,76.78
5006000,44.96,25.4,77.71
5008000,43.13,24.81,76.66
5010000,45.88,24.8,76.65
5012000,46.12,24.75,76.54
5014000,44.71,24.67,76.41
5016000,45.82,24.47,76.04
5018000,40.63,25.23,77.41
5020000,45.59,24.44,75.99
5022000,46.0,24.15,75.47
5024000,43.61,24.55,76.18
5026000,44.17,25.8,78.45
5028000,47.44,25.89,78.61
5030000,44.85,24.83,76.69
5032000,43.65,25.02,77.04
5034000,42.61,25.19,77.35
5036000,46.92,24.6,76.28
5038000,46.0,24.77,76.59
5040000,44.15,25.45,77.81
5042000,46.99,25.74,78.33
5044000,44.34,24.85,76.74
5046000,43.31,24.81,76.66
5048000,48.33,24.77,76.59
5050000,45.18,24.59,76.26
5052000,46.89,25.69,78.24
5054000,46.41,24.56,76.2
5056000,44.9,24.22,75.6
5058000,44.91,24.63,76.33
5060000,45.96,25.55,77.98
5062000,45.66,25.04,77.06
5064000,45.28,24.99,76.98
5066000,47.73,24.51,76.13
5068000,42.4,26.82,80.28
5070000,46.11,25.47,77.85
5072000,42.81,24.49,76.08
5074000,43.68,25.31,77.56
5076000,46.07,25.06,77.11
5078000,45.25,24.29,75.72
5080000,44.37,24.53,76.16
5082000,47.52,25.25,77.46
5084000,47.03,24.87,76.77
5086000,44.75,24.75,76.54
5088000,44.29,25.31,77.56
5090000,46.03,24.68,76.42
5092000,43.43,24.18,75.53
5094000,45.49,25.33,77.59
5096000,46.53,24.52,76.13
5098000,43.8,25.26,77.46
5100000,44.68,25.58,78.05
5102000,45.46,25.79,78.42
5104000,46.44,24.82,76.68
5106000,46.85,24.44,75.99
5108000,44.88,24.73,76.52
5110000,43.75,25.49,77.88
5112000,45.36,25.41,77.75
5114000,46.5,25.05,77.08
5116000,44.64,24.81,76.65
5118000,44.85,23.93,75.07
5120000,45.7,24.66,76.39
5122000,45.26,25.97,78.74
5124000,44.07,25.07,77.13
5126000,45.23,24.4,75.92
5128000,44.69,24.86,76.75
5130000,45.01,24.62,76.32
5132000,45.34,25.03,77.06
5134000,46.9,24.99,76.98
5136000,44.93,25.08,77.15
5138000,45.02,24.7,76.46
5140000,44.9,25.11,77.19
5142000,46.04,24.64,76.36
5144000,43.59,24.88,76.79
5146000,43.62,25.59,78.06
5148000,45.6,25.74,78.33
5150000,44.12,25.1,77.18
5152000,46.34,25.61,78.09
5154000,47.88,25.61,78.09
5156000,46.52,24.8,76.65
5158000,42.92,25.57,78.02
5160000,44.68,24.85,76.74
5162000,45.45,25.06,77.1
5164000,43.64,24.88,76.78
5166000,43.39,25.24,77.44
5168000,45.93,25.33,77.6
5170000,42.14,25.54,77.98
5172000,47.66,24.63,76.33
5174000,46.61,24.49,76.08
5176000,41.75,25.23,77.41
5178000,46.6,24.98,76.97
5180000,45.55,24.78,76.6
5182000,46.77,24.22,75.59
5184000,45.01,25.38,77.68
5186000,43.74,25.8,78.44
5188000,42.09,25.19,77.33
5190000,44.48,25.06,77.1
5192000,48.58,24.72,76.49
5194000,42.98,25.55,77.98
5196000,43.97,24.26,75.67
5198000,44.89,24.4,75.92
5200000,43.61,25.32,77.58
5202000,48.09,24.39,75.89
5204000,45.53,25.37,77.66
5206000,45.47,25.56,78.01
5208000,40.74,25.0,77.0
5210000,44.31,24.59,76.26
5212000,44.18,25.47,77.84
5214000,46.17,24.52,76.14
5216000,48.76,24.58,76.24
5218000,45.38,24.44,75.99
5220000,44.5,26.35,79.44
5222000,45.73,24.63,76.34
5224000,45.09,25.18,77.32
5226000,46.54,23.33,74.0
5228000,43.66,24.53,76.15
5230000,46.37,25.11,77.21
5232000,45.52,25.28,77.5
5234000,46.61,24.71,76.48
5236000,46.13,24.52,76.14
5238000,43.54,25.37,77.67
5240000,45.23,25.35,77.63
5242000,44.59,25.17,77.31
5244000,45.28,24.48,76.06
5246000,45.63,24.95,76.91
5248000,44.58,25.78,78.41
5250000,43.78,25.1,77.17
5252000,44.18,24.61,76.3
5254000,43.62,24.87,76.76
5256000,46.54,25.64,78.16
5258000,43.54,25.23,77.42
5260000,43.59,24.37,75.87
5262000,47.62,25.05,77.09
5264000,43.67,24.1,75.38
5266000,42.89,25.2,77.37
5268000,44.6,25.54,77.98
5270000,44.66,25.29,77.52
5272000,45.41,24.9,76.82
5274000,44.96,24.77,76.58
5276000,48.2,24.56,76.21
5278000,45.83,25.68,78.22
5280000,44.86,25.56,78.02
5282000,46.17,23.83,74.9
5284000,45.53,24.69,76.44
5286000,42.81,24.91,76.85
5288000,44.58,24.46,76.03
5290000,42.33,24.53,76.15
